ctlabel,borocode,boroname,ct2020,boroct2020,cdeligibil,ntaname,nta2020,cdta2020,cdtaname,geoid,shape_leng,shape_area,num_crash,num_tree,crash_dens,tree_dens,area_acre
"426","3",Brooklyn,"042600","3042600",,Gravesend (West),BK1103,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047042600",5548.5807527799997842521406710147858,1829969.1764799999073147773742675781250,78.000000000000000,166.000000000000000,1.857,3.951,42.010
"425","3",Brooklyn,"042500","3042500",,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047042500",5251.9400093800004469812847673892975,1806380.0242900000885128974914550781250,92.000000000000000,296.000000000000000,2.219,7.138,41.469
"424","3",Brooklyn,"042400","3042400",,Gravesend (West),BK1103,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047042400",6586.2006924999996044789440929889679,1733612.8618000000715255737304687500000,92.000000000000000,206.000000000000000,2.312,5.176,39.798
"423","3",Brooklyn,"042300","3042300",,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047042300",5572.2349812599995857453905045986176,1961468.1975000000093132257461547851562,113.000000000000000,364.000000000000000,2.509,8.084,45.029
"359","3",Brooklyn,"035900","3035900",,Crown Heights (North),BK0802,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047035900",6513.2535244399996372521854937076569,1955169.2325200000777840614318847656250,222.000000000000000,311.000000000000000,4.946,6.929,44.885
"357.02","3",Brooklyn,"035702","3035702",,Lincoln Terrace Park,BK0891,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047035702",4568.6169377500000337022356688976288,1214617.1746300000231713056564331054688,159.000000000000000,156.000000000000000,5.702,5.595,27.884
"357.01","3",Brooklyn,"035701","3035701",,Crown Heights (North),BK0802,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047035701",3483.2984296499998890794813632965088,750004.9026430000085383653640747070312,177.000000000000000,113.000000000000000,10.280,6.563,17.218
"356.02","3",Brooklyn,"035602","3035602",,Coney Island-Sea Gate,BK1302,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),"36047035602",5704.6705981300001440104097127914429,1843967.1378899998962879180908203125000,125.000000000000000,205.000000000000000,2.953,4.843,42.332
"362","3",Brooklyn,"036200","3036200",,Brighton Beach,BK1303,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),"36047036200",6480.7070120799999131122604012489319,1845171.6431799998972564935684204101562,173.000000000000000,129.000000000000000,4.084,3.045,42.359
"361","3",Brooklyn,"036100","3036100",,Ocean Hill,BK1601,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047036100",6064.7003266800002165837213397026062,1524420.5007299999706447124481201171875,233.000000000000000,191.000000000000000,6.658,5.458,34.996
"360.02","3",Brooklyn,"036002","3036002",,Brighton Beach,BK1303,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),"36047036002",3860.1479648700001234828960150480270,924234.9630680000409483909606933593750,100.000000000000000,82.000000000000000,4.713,3.865,21.218
"360.01","3",Brooklyn,"036001","3036001",,Brighton Beach,BK1303,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),"36047036001",4459.3034811799998351489193737506866,1019097.0944300000555813312530517578125,82.000000000000000,95.000000000000000,3.505,4.061,23.395
"367","3",Brooklyn,"036700","3036700",,Ocean Hill,BK1601,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047036700",5879.1852805500002432381734251976013,1961097.7972999999765306711196899414062,217.000000000000000,199.000000000000000,4.820,4.420,45.021
"365.01","3",Brooklyn,"036501","3036501",,Ocean Hill,BK1601,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047036501",5469.2748221900001226458698511123657,1367343.9644500000867992639541625976562,251.000000000000000,205.000000000000000,7.996,6.531,31.390
"364","3",Brooklyn,"036400","3036400",,Brighton Beach,BK1303,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),"36047036400",5980.1826191399995877873152494430542,1539580.4380900000687688589096069335938,132.000000000000000,159.000000000000000,3.735,4.499,35.344
"363","3",Brooklyn,"036300","3036300",,Ocean Hill,BK1601,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047036300",8492.8679979400003503542393445968628,2786930.3068200000561773777008056640625,206.000000000000000,408.000000000000000,3.220,6.377,63.979
"373","3",Brooklyn,"037300","3037300",,Ocean Hill,BK1601,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047037300",6148.2694221100000504520721733570099,1838509.7460600000340491533279418945312,137.000000000000000,290.000000000000000,3.246,6.871,42.206
"371","3",Brooklyn,"037100","3037100",,Ocean Hill,BK1601,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047037100",5779.4923297599998477380722761154175,2037041.3405599999241530895233154296875,147.000000000000000,334.000000000000000,3.143,7.142,46.764
"370","3",Brooklyn,"037000","3037000",,Gravesend (South),BK1301,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),"36047037000",7840.7223143900000650319270789623260,3617885.9856099998578429222106933593750,217.000000000000000,404.000000000000000,2.613,4.864,83.055
"369","3",Brooklyn,"036900","3036900",,Ocean Hill,BK1601,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047036900",7215.2558331199998065130785107612610,2433755.7391599998809397220611572265625,306.000000000000000,366.000000000000000,5.477,6.551,55.871
"377","3",Brooklyn,"037700","3037700",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047037700",5741.1817949099995530559681355953217,2047553.7472099999431520700454711914062,117.000000000000000,392.000000000000000,2.489,8.340,47.005
"375","3",Brooklyn,"037500","3037500",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047037500",5943.2105163599999286816455423831940,1708659.7439200000371783971786499023438,163.000000000000000,177.000000000000000,4.156,4.512,39.225
"374.02","3",Brooklyn,"037402","3037402",,Gravesend (South),BK1301,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),"36047037402",7628.9351121600002443301491439342499,3270016.0854000002145767211914062500000,125.000000000000000,218.000000000000000,1.665,2.904,75.069
"374.01","3",Brooklyn,"037401","3037401",,Gravesend (South),BK1301,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),"36047037401",6927.2043277499997202539816498756409,2422862.8043900001794099807739257812500,130.000000000000000,303.000000000000000,2.337,5.448,55.621
"383","3",Brooklyn,"038300","3038300",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047038300",5635.0468422900003133690916001796722,1878496.9118099999614059925079345703125,114.000000000000000,343.000000000000000,2.644,7.954,43.124
"382","3",Brooklyn,"038200","3038200",,Gravesend (South),BK1301,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),"36047038200",6156.2441304399999353336170315742493,2524535.3118799999356269836425781250000,41.000000000000000,26.000000000000000,0.707,0.449,57.955
"381","3",Brooklyn,"038100","3038100",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047038100",6810.1209367399997063330374658107758,2579146.0909099997952580451965332031250,170.000000000000000,428.000000000000000,2.871,7.229,59.209
"379","3",Brooklyn,"037900","3037900",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047037900",5654.3809922800001004361547529697418,1978231.3123600000981241464614868164062,124.000000000000000,301.000000000000000,2.730,6.628,45.414
"389","3",Brooklyn,"038900","3038900",,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047038900",6785.3795434900002874201163649559021,1753535.4712300000246614217758178710938,330.000000000000000,228.000000000000000,8.198,5.664,40.256
"388","3",Brooklyn,"038800","3038800",,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047038800",5947.0562442899999950896017253398895,2130565.6963399997912347316741943359375,59.000000000000000,191.000000000000000,1.206,3.905,48.911
"386","3",Brooklyn,"038600","3038600",,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047038600",7289.7242418100004215375520288944244,2704671.0151200001128017902374267578125,98.000000000000000,228.000000000000000,1.578,3.672,62.091
"385","3",Brooklyn,"038500","3038500",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047038500",5637.0361543299995901179499924182892,1877794.4242899999953806400299072265625,100.000000000000000,299.000000000000000,2.320,6.936,43.108
"394","3",Brooklyn,"039400","3039400",,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047039400",7000.1652550799999517039395868778229,2067691.6250799999106675386428833007812,146.000000000000000,427.000000000000000,3.076,8.996,47.468
"392","3",Brooklyn,"039200","3039200",,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047039200",5599.3112153199999738717451691627502,1875666.6055199999827891588211059570312,162.000000000000000,228.000000000000000,3.762,5.295,43.059
"391","3",Brooklyn,"039100","3039100",,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047039100",6244.8334674400002768379636108875275,1788881.2543899999000132083892822265625,141.000000000000000,263.000000000000000,3.433,6.404,41.067
"390","3",Brooklyn,"039000","3039000",,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047039000",6671.6347593099999357946217060089111,1871799.7244599999394267797470092773438,98.000000000000000,353.000000000000000,2.281,8.215,42.971
"470","3",Brooklyn,"047000","3047000",,Borough Park,BK1202,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047047000",7325.2478436600003988132812082767487,1966226.0092700000386685132980346679688,50.000000000000000,350.000000000000000,1.108,7.754,45.138
"468","3",Brooklyn,"046800","3046800",,Mapleton-Midwood (West),BK1204,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047046800",8979.0005924500001128762960433959961,3193544.1900399997830390930175781250000,41.000000000000000,278.000000000000000,0.559,3.792,73.314
"464","3",Brooklyn,"046400","3046400",,Mapleton-Midwood (West),BK1204,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047046400",6253.5340186800003721145913004875183,1762932.8318900000303983688354492187500,115.000000000000000,257.000000000000000,2.842,6.350,40.471
"462.02","3",Brooklyn,"046202","3046202",,Mapleton-Midwood (West),BK1204,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047046202",7378.2357620800003132899291813373566,1866157.4559899999294430017471313476562,220.000000000000000,259.000000000000000,5.135,6.046,42.841
"477","3",Brooklyn,"047700","3047700",,East Williamsburg,BK0104,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047047700",8710.5298512099998333724215626716614,2342850.5652800002135336399078369140625,124.000000000000000,425.000000000000000,2.306,7.902,53.784
"476","3",Brooklyn,"047600","3047600",,Borough Park,BK1202,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047047600",7553.3806062599996948847547173500061,2236222.6079299999400973320007324218750,126.000000000000000,355.000000000000000,2.454,6.915,51.337
"474","3",Brooklyn,"047400","3047400",,Borough Park,BK1202,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047047400",6422.1042653799995605368167161941528,1892923.3161500000860542058944702148438,69.000000000000000,376.000000000000000,1.588,8.652,43.456
"472","3",Brooklyn,"047200","3047200",,Borough Park,BK1202,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047047200",6789.7404389100001935730688273906708,1850619.2504900000058114528656005859375,65.000000000000000,422.000000000000000,1.530,9.933,42.484
"482","3",Brooklyn,"048200","3048200",,Flatbush (West)-Ditmas Park-Parkville,BK1402,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047048200",6712.5157132300000739633105695247650,2121452.6644199998117983341217041015625,197.000000000000000,372.000000000000000,4.045,7.638,48.702
"481","3",Brooklyn,"048100","3048100",,East Williamsburg,BK0104,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047048100",5314.7393696299996008747257292270660,1629522.2107700000051409006118774414062,122.000000000000000,202.000000000000000,3.261,5.400,37.409
"480","3",Brooklyn,"048000","3048000",,Flatbush (West)-Ditmas Park-Parkville,BK1402,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047048000",5432.2445862399999896297231316566467,1643769.3723599999211728572845458984375,83.000000000000000,267.000000000000000,2.199,7.075,37.736
"478","3",Brooklyn,"047800","3047800",,Borough Park,BK1202,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047047800",6946.9303784800003995769657194614410,2380722.0147699997760355472564697265625,150.000000000000000,242.000000000000000,2.745,4.428,54.654
"488","3",Brooklyn,"048800","3048800",,Kensington,BK1203,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047048800",6228.7543501800000740331597626209259,1542860.2126599999610334634780883789062,68.000000000000000,341.000000000000000,1.920,9.628,35.419
"486","3",Brooklyn,"048600","3048600",,Kensington,BK1203,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047048600",7156.6595356899997568689286708831787,1888238.8524899999611079692840576171875,136.000000000000000,200.000000000000000,3.137,4.614,43.348
"485","3",Brooklyn,"048500","3048500",,East Williamsburg,BK0104,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047048500",11719.1998106999999436084181070327759,6259294.1814299998804926872253417968750,365.000000000000000,388.000000000000000,2.540,2.700,143.694
"484","3",Brooklyn,"048400","3048400",,Kensington,BK1203,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047048400",6302.7180569100000866455957293510437,2251840.7320400001481175422668457031250,150.000000000000000,418.000000000000000,2.902,8.086,51.695
"492","3",Brooklyn,"049200","3049200",,Kensington,BK1203,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047049200",8133.9730104000000210362486541271210,1780102.5331500000320374965667724609375,110.000000000000000,239.000000000000000,2.692,5.848,40.866
"491","3",Brooklyn,"049100","3049100",,East Williamsburg,BK0104,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047049100",7405.1087642700003925710916519165039,2294137.5317099997773766517639160156250,249.000000000000000,226.000000000000000,4.728,4.291,52.666
"490","3",Brooklyn,"049000","3049000",,Kensington,BK1203,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047049000",6705.7200076999997691018506884574890,2074872.3707900000736117362976074218750,181.000000000000000,492.000000000000000,3.800,10.329,47.633
"489","3",Brooklyn,"048900","3048900",,East Williamsburg,BK0104,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047048900",4061.3107198399998196691740304231644,985798.4154720000224187970161437988281,110.000000000000000,17.000000000000000,4.861,0.751,22.631
"495","3",Brooklyn,"049500","3049500",,East Williamsburg,BK0104,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047049500",4737.9781994900004065129905939102173,1389722.7499899999238550662994384765625,121.000000000000000,223.000000000000000,3.793,6.990,31.904
"494","3",Brooklyn,"049400","3049400",,Kensington,BK1203,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047049400",5704.7682657400000607594847679138184,1970839.6889800000935792922973632812500,124.000000000000000,431.000000000000000,2.741,9.526,45.244
"493.02","3",Brooklyn,"049302","3049302",,East Williamsburg,BK0104,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047049302",5565.4406172999997579609043896198273,1724511.6779000000096857547760009765625,168.000000000000000,306.000000000000000,4.244,7.729,39.589
"493.01","3",Brooklyn,"049301","3049301",,East Williamsburg,BK0104,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047049301",3434.6117306199998893134761601686478,730013.0267389999935403466224670410156,49.000000000000000,106.000000000000000,2.924,6.325,16.759
"499","3",Brooklyn,"049900","3049900",,Greenpoint,BK0101,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047049900",5028.1915467600001647952012717723846,1530256.7820299998857080936431884765625,88.000000000000000,292.000000000000000,2.505,8.312,35.130
"498","3",Brooklyn,"049800","3049800",,Kensington,BK1203,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047049800",7162.9164598199995452887378633022308,2199772.1077899998053908348083496093750,108.000000000000000,325.000000000000000,2.139,6.436,50.500
"497","3",Brooklyn,"049700","3049700",,East Williamsburg,BK0104,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047049700",5956.0570757100003902451135218143463,1772556.7143800000194460153579711914062,124.000000000000000,302.000000000000000,3.047,7.422,40.692
"496","3",Brooklyn,"049600","3049600",,Kensington,BK1203,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047049600",7240.5708650500000658212229609489441,2184807.4835100001655519008636474609375,118.000000000000000,345.000000000000000,2.353,6.879,50.156
"504.02","3",Brooklyn,"050402","3050402",,Kensington,BK1203,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047050402",4154.4572381199996016221120953559875,916214.4616410000016912817955017089844,68.000000000000000,147.000000000000000,3.233,6.989,21.033
"503","3",Brooklyn,"050300","3050300",,East Williamsburg,BK0104,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047050300",5030.7882588200000100187025964260101,1348755.4214900000952184200286865234375,125.000000000000000,264.000000000000000,4.037,8.526,30.963
