ctlabel,borocode,boroname,ct2020,boroct2020,cdeligibil,ntaname,nta2020,cdta2020,cdtaname,geoid,shape_leng,shape_area,num_crash,num_tree,crash_dens,tree_dens,area_acre
"256","3",Brooklyn,"025600","3025600",,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047025600",6363.8239185499996892758645117282867,1868287.0481499999295920133590698242188,139.000000000000000,231.000000000000000,3.241,5.386,42.890
"255","3",Brooklyn,"025500","3025500",,Bedford-Stuyvesant (West),BK0301,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047025500",5088.5537259399998220033012330532074,1492220.4406600000802427530288696289062,154.000000000000000,94.000000000000000,4.495,2.744,34.257
"254","3",Brooklyn,"025400","3025400",,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047025400",6302.3946715499996571452356874942780,1888611.6947099999524652957916259765625,127.000000000000000,167.000000000000000,2.929,3.852,43.357
"260","3",Brooklyn,"026000","3026000",,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047026000",5699.1891849200001161079853773117065,1753286.0642899998929351568222045898438,69.000000000000000,222.000000000000000,1.714,5.516,40.250
"259.02","3",Brooklyn,"025902","3025902",,Bedford-Stuyvesant (West),BK0301,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047025902",3211.2358962299999802780803292989731,642013.9858839999651536345481872558594,76.000000000000000,11.000000000000000,5.156,0.746,14.739
"259.01","3",Brooklyn,"025901","3025901",,Bedford-Stuyvesant (West),BK0301,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047025901",4269.1185774599998694611713290214539,863635.5934119999874383211135864257812,94.000000000000000,119.000000000000000,4.741,6.002,19.826
"258","3",Brooklyn,"025800","3025800",,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047025800",6257.5543192599998292280361056327820,1832115.4410300001036375761032104492188,73.000000000000000,315.000000000000000,1.736,7.489,42.060
"264","3",Brooklyn,"026400","3026400",,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047026400",7095.0862905399999362998642027378082,2038976.3995000000577419996261596679688,89.000000000000000,280.000000000000000,1.901,5.982,46.808
"263","3",Brooklyn,"026300","3026300",,Bedford-Stuyvesant (West),BK0301,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047026300",4799.5565421499995863996446132659912,1287405.8849100000225007534027099609375,103.000000000000000,209.000000000000000,3.485,7.072,29.555
"262","3",Brooklyn,"026200","3026200",,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047026200",5384.7678629000001819804310798645020,1699502.9479900000151246786117553710938,43.000000000000000,216.000000000000000,1.102,5.536,39.015
"261","3",Brooklyn,"026100","3026100",,Bedford-Stuyvesant (West),BK0301,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047026100",5880.8974537800004327436909079551697,2146491.9954800000414252281188964843750,141.000000000000000,353.000000000000000,2.861,7.164,49.277
"268","3",Brooklyn,"026800","3026800",,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047026800",6339.1445601900004476192407310009003,1926489.4288999999407678842544555664062,82.000000000000000,337.000000000000000,1.854,7.620,44.226
"267","3",Brooklyn,"026700","3026700",,Bedford-Stuyvesant (West),BK0301,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047026700",5340.2444272900002033566124737262726,1717368.2366200000979006290435791015625,87.000000000000000,381.000000000000000,2.207,9.664,39.425
"266","3",Brooklyn,"026600","3026600",,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047026600",7706.9995878600002470193430781364441,1785503.0850100000388920307159423828125,70.000000000000000,308.000000000000000,1.708,7.514,40.990
"265","3",Brooklyn,"026500","3026500",,Bedford-Stuyvesant (West),BK0301,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047026500",5341.6180671000001893844455480575562,1718284.0700199999846518039703369140625,112.000000000000000,317.000000000000000,2.839,8.036,39.446
"272","3",Brooklyn,"027200","3027200",,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047027200",7299.7976272899995819898322224617004,1422363.3502199999056756496429443359375,55.000000000000000,245.000000000000000,1.684,7.503,32.653
"271","3",Brooklyn,"027100","3027100",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047027100",9428.0772488000002340413630008697510,2660204.6218300000764429569244384765625,254.000000000000000,346.000000000000000,4.159,5.666,61.070
"270","3",Brooklyn,"027000","3027000",,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047027000",5255.8010556899998846347443759441376,1444005.6253800000995397567749023437500,62.000000000000000,207.000000000000000,1.870,6.244,33.150
"269","3",Brooklyn,"026900","3026900",,Bedford-Stuyvesant (West),BK0301,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047026900",5051.0187064000001555541530251502991,1441848.6658000000752508640289306640625,164.000000000000000,227.000000000000000,4.955,6.858,33.100
"276","3",Brooklyn,"027600","3027600",,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047027600",6258.6783934900004169321618974208832,1607864.5440499999094754457473754882812,56.000000000000000,184.000000000000000,1.517,4.985,36.911
"275","3",Brooklyn,"027500","3027500",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047027500",5390.7875980899998467066325247287750,1743574.4627900000195950269699096679688,94.000000000000000,336.000000000000000,2.348,8.394,40.027
"274","3",Brooklyn,"027400","3027400",,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047027400",6175.2761985799998001311905682086945,1758627.1609400000888854265213012695312,65.000000000000000,180.000000000000000,1.610,4.458,40.373
"273","3",Brooklyn,"027300","3027300",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047027300",5273.3139492600002995459362864494324,1611451.0204700001049786806106567382812,109.000000000000000,272.000000000000000,2.946,7.353,36.994
"280","3",Brooklyn,"028000","3028000",,Bath Beach,BK1102,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047028000",6067.5234323399999993853271007537842,1494252.2392200001049786806106567382812,43.000000000000000,137.000000000000000,1.254,3.994,34.303
"279","3",Brooklyn,"027900","3027900",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047027900",5389.7456113799999002367258071899414,1743088.0886299998965114355087280273438,107.000000000000000,260.000000000000000,2.674,6.497,40.016
"278","3",Brooklyn,"027800","3027800",,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047027800",6104.4078755800001090392470359802246,1727742.1683700000867247581481933593750,87.000000000000000,165.000000000000000,2.193,4.160,39.664
"277","3",Brooklyn,"027700","3027700",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047027700",5391.7656111099995541735552251338959,1745688.0155499998945742845535278320312,108.000000000000000,356.000000000000000,2.695,8.883,40.075
"284","3",Brooklyn,"028400","3028400",,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047028400",6096.0449646500001108506694436073303,1768012.1553599999751895666122436523438,91.000000000000000,174.000000000000000,2.242,4.287,40.588
"283","3",Brooklyn,"028300","3028300",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047028300",4848.7384927000002790009602904319763,1311680.6668000000063329935073852539062,116.000000000000000,184.000000000000000,3.852,6.111,30.112
"282","3",Brooklyn,"028200","3028200",,Bath Beach,BK1102,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047028200",6197.3327979300001970841549336910248,1811479.7294999998994171619415283203125,39.000000000000000,185.000000000000000,0.938,4.449,41.586
"281","3",Brooklyn,"028100","3028100",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047028100",5389.3385765700004412792623043060303,1743468.2427900000475347042083740234375,118.000000000000000,337.000000000000000,2.948,8.420,40.025
"221","3",Brooklyn,"022100","3022100",,Crown Heights (North),BK0802,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047022100",5569.1535213799998018657788634300232,1635894.7652400000952184200286865234375,227.000000000000000,245.000000000000000,6.044,6.524,37.555
"220","3",Brooklyn,"022000","3022000",,Borough Park,BK1202,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047022000",6117.0822920600003271829336881637573,2091173.0508399999234825372695922851562,147.000000000000000,265.000000000000000,3.062,5.520,48.007
"219","3",Brooklyn,"021900","3021900",,Crown Heights (North),BK0802,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047021900",5031.2881259400000999448820948600769,1582742.1778800000902265310287475585938,228.000000000000000,304.000000000000000,6.275,8.367,36.335
"218","3",Brooklyn,"021800","3021800",,Borough Park,BK1202,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047021800",5927.2796503400004439754411578178406,1698857.1184700001031160354614257812500,107.000000000000000,308.000000000000000,2.744,7.897,39.000
"227","3",Brooklyn,"022700","3022700",,Bedford-Stuyvesant (West),BK0301,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047022700",6861.7196517900001708767376840114594,2588318.2129999999888241291046142578125,290.000000000000000,357.000000000000000,4.881,6.008,59.420
"226","3",Brooklyn,"022600","3022600",,Borough Park,BK1202,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047022600",5954.0740077199998268042691051959991,1680920.3321100000757724046707153320312,147.000000000000000,85.000000000000000,3.809,2.203,38.589
"224","3",Brooklyn,"022400","3022400",,Borough Park,BK1202,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047022400",5835.7319856399999480345286428928375,1890190.8085000000428408384323120117188,132.000000000000000,186.000000000000000,3.042,4.286,43.393
"222","3",Brooklyn,"022200","3022200",,Borough Park,BK1202,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047022200",5742.1794759200001863064244389533997,1896474.1051499999593943357467651367188,146.000000000000000,228.000000000000000,3.353,5.237,43.537
"231","3",Brooklyn,"023100","3023100",,Clinton Hill,BK0204,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047023100",5908.8732516500003839610144495964050,1716029.9224100001156330108642578125000,100.000000000000000,370.000000000000000,2.538,9.392,39.395
"230","3",Brooklyn,"023000","3023000",,Borough Park,BK1202,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047023000",8320.9306606499994813930243253707886,1624924.6081600000616163015365600585938,135.000000000000000,289.000000000000000,3.619,7.747,37.303
"229","3",Brooklyn,"022900","3022900",,Bedford-Stuyvesant (West),BK0301,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047022900",5440.7643370200003118952736258506775,1849568.3476700000464916229248046875000,135.000000000000000,335.000000000000000,3.179,7.890,42.460
"228","3",Brooklyn,"022800","3022800",,Borough Park,BK1202,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047022800",6040.5480475599997589597478508949280,1801521.3395899999886751174926757812500,134.000000000000000,270.000000000000000,3.240,6.529,41.357
"235","3",Brooklyn,"023500","3023500",,Bedford-Stuyvesant (West),BK0301,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047023500",4958.0355244900001707719638943672180,1523725.9180799999739974737167358398438,161.000000000000000,203.000000000000000,4.603,5.803,34.980
"234","3",Brooklyn,"023400","3023400",,Borough Park,BK1202,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047023400",6241.8973628399999142857268452644348,1827230.6142899999395012855529785156250,135.000000000000000,305.000000000000000,3.218,7.271,41.947
"233","3",Brooklyn,"023300","3023300",,Bedford-Stuyvesant (West),BK0301,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047023300",5438.7902904700004000915214419364929,1849442.0052799999248236417770385742188,165.000000000000000,249.000000000000000,3.886,5.865,42.457
"232","3",Brooklyn,"023200","3023200",,Borough Park,BK1202,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047023200",7284.6356375599998500547371804714203,2436821.2749000000767409801483154296875,148.000000000000000,377.000000000000000,2.646,6.739,55.942
"241","3",Brooklyn,"024100","3024100",,Bedford-Stuyvesant (West),BK0301,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047024100",5837.0054774999998699058778584003448,1939949.7572900000959634780883789062500,279.000000000000000,176.000000000000000,6.265,3.952,44.535
